Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Week,CPI,LastCPI,Distance2
Preston,33 Showers St,4,h,914000,S,Ray,10-12-2016,8.8,46,109.4,108.6,9
Heidelberg Heights,484 Waterdale Rd,3,h,915000,S,Miles,25-02-2017,10.5,57,109.4,108.6,17.3
Maidstone,43 Omar St,3,h,915000,S,hockingstuart,17-09-2016,9.2,34,108.6,108.2,10.7
Pascoe Vale,2 Hazel Gr,2,h,915000,S,New,03-12-2016,9.9,45,109.4,108.6,12.3
Pascoe Vale,2 Hazel Gr,2,h,915000,S,New,10-12-2016,9.9,46,109.4,108.6,12.3
Reservoir,193 Edwardes St,3,h,915000,S,Ray,08-10-2016,11.2,37,108.6,108.2,12.8
Richmond,6/11 River St,2,u,915000,S,Biggin,22-05-2016,2.6,17,108.2,108.4,5.6
Richmond,3 Jika Pl,3,h,915000,S,hockingstuart,24-09-2016,2.6,35,108.6,108.2,3.3
Rosanna,2 Leon Av,3,h,915000,S,Barry,10-09-2016,11.4,33,108.6,108.2,15.7
Rosanna,3/9 Mountain View Pde,4,h,915000,SP,Nelson,14-05-2016,11.4,16,108.2,108.4,13.8
Strathmore,10 Roslyn St,5,h,915000,S,Brad,16-04-2016,9.7,12,108.2,108.4,11.5
Viewbank,12 Rosemary Ct,3,h,915000,S,Miles,25-02-2017,13.8,57,109.4,108.6,18.9
Yallambie,8 Ovata Cl,4,h,915000,S,Barry,04-03-2017,15,58,109.4,108.6,20.4
West Footscray,7 Church St,3,h,915000,S,Sweeney,17-09-2016,8.2,34,108.6,108.2,9.3
South Kingsville,58 Kernot St,4,t,915000,SP,Sweeney,16-04-2016,9.1,12,108.2,108.4,11.4
Hampton,91A Linacre Rd,2,t,915500,S,Biggin,27-11-2016,13.7,44,108.6,108.2,18.2
Brunswick,17 Goodman St,2,h,916000,S,Nelson,24-09-2016,5.2,35,108.6,108.2,4.9
Preston,3 Parker St,3,h,916000,S,Nelson,10-12-2016,8.8,46,109.4,108.6,11
Altona,10 Wilga Av,3,t,916500,S,hockingstuart,13-08-2016,13.8,29,108.6,108.2,21.5
Moorabbin,6a Clay St,3,t,917000,S,Ray,26-07-2016,14.6,26,108.2,108.4,17.7
Flemington,107 Shields St,2,h,918000,S,Nelson,10-09-2016,4.4,33,108.6,108.2,4.5
Hadfield,25 Francis St,4,h,918000,S,Brad,11-02-2017,12.1,55,109.4,108.6,14.4
Kensington,59 The Crescent,3,t,918000,SP,Nelson,08-10-2016,4.2,37,108.6,108.2,6.5
Balwyn North,1/9 Citron Av,3,h,920000,PI,Fletchers,07-05-2016,9.2,15,108.2,108.4,16.1
Bentleigh East,12 Rudyard St,3,h,920000,PI,Buxton,07-05-2016,13.9,15,108.2,108.4,21
Bentleigh East,25 Thornton St,3,h,920000,PI,Buxton,12-11-2016,13.9,42,108.6,108.2,21.3
Bentleigh East,32a Argyle St,3,t,920000,S,Buxton,16-04-2016,13.9,12,108.2,108.4,20.1
Bentleigh East,2/14 Wamba Rd,3,u,920000,SP,Buxton,18-06-2016,13.9,21,108.2,108.4,24.2
Brighton,1/55 Wilson St,3,u,920000,S,Buxton,30-07-2016,11.2,27,108.2,108.4,13.1
Brunswick West,468 Moreland Rd,3,h,920000,S,Jellis,12-11-2016,5.9,42,108.6,108.2,8.2
Carnegie,2/59 Moonya Rd,3,u,920000,SP,Woodards,17-09-2016,11.4,34,108.6,108.2,20.2
Chadstone,3 Yambie La,3,h,920000,PI,LITTLE,17-09-2016,13.6,34,108.6,108.2,17.9
Coburg,1/33 Sheffield St,2,h,920000,SP,Jellis,19-11-2016,7.8,43,108.6,108.2,7.8
Doncaster,72 Board St,3,h,920000,PI,Ray,07-05-2016,13.9,15,108.2,108.4,19.3
Elwood,4/79 Mitford St,3,t,920000,PI,McGrath,27-11-2016,7.7,44,108.6,108.2,9.1
Glen Iris,56 Wills St,2,h,920000,S,Fletchers,15-10-2016,9.2,38,108.6,108.2,11.9
Heidelberg Heights,146 Porter Rd,2,h,920000,S,Barry,28-05-2016,10.5,18,108.2,108.4,15.1
Keilor East,45 Nyah St,4,h,920000,S,Rendina,10-09-2016,12.8,33,108.6,108.2,16.1
Keilor East,1 Nicholas Ct,4,h,920000,SP,Brad,10-12-2016,12.8,46,109.4,108.6,18.1
Maribyrnong,28 Kellaway St,3,h,920000,SP,Biggin,10-09-2016,8.7,33,108.6,108.2,9.4
Moorabbin,77 Chapel Rd,3,h,920000,S,hockingstuart,28-05-2016,14.6,18,108.2,108.4,17.9
Newport,473 Melbourne Rd,3,h,920000,VB,Williams,04-06-2016,8.4,19,108.2,108.4,11.6
Oak Park,11 Murphy St,4,h,920000,S,Ray,07-11-2016,11.5,41,108.6,108.2,12.3
Preston,178 Raglan St,2,h,920000,SP,hockingstuart,16-04-2016,8.8,12,108.2,108.4,11
Preston,38 Wilcox St,4,h,920000,PI,Nelson,27-06-2016,8.8,22,108.2,108.4,11.1
Reservoir,3 Xavier Gr,3,h,920000,S,Nelson,04-06-2016,11.2,19,108.2,108.4,12.4
Seddon,38 Alfred St,3,h,920000,PI,Jas,16-04-2016,6.6,12,108.2,108.4,7.9
Seddon,258 Nicholson St,3,h,920000,VB,Jas,16-07-2016,6.6,25,108.2,108.4,6.8
Seddon,6 Staff St,4,h,920000,PI,Biggin,28-05-2016,6.6,18,108.2,108.4,7
St Kilda,52 Blanche St,3,h,920000,PI,Marshall,15-10-2016,6.1,38,108.6,108.2,7.5
Strathmore,1 Melissa St,5,h,920000,S,Nelson,10-12-2016,9.7,46,109.4,108.6,11.1
Strathmore,40 Windsor Av,3,h,920000,VB,Allan,14-05-2016,9.7,16,108.2,108.4,12.5
Strathmore,9 Bruce St,4,h,920000,VB,Pagan,27-06-2016,9.7,22,108.2,108.4,12.3
Templestowe Lower,3 Astley St,4,h,920000,PI,Barry,22-08-2016,13.8,30,108.6,108.2,15.9
Thornbury,48 Leinster Gr,3,h,920000,S,Nelson,17-09-2016,6.5,34,108.6,108.2,7.4
Toorak,3/625 Toorak Rd,2,u,920000,S,RT,30-07-2016,4.6,27,108.2,108.4,8.2
Viewbank,19 Lena St,3,h,920000,S,Miles,14-05-2016,13.8,16,108.2,108.4,18.2
Williamstown,8 Pope Pl,3,h,920000,SP,Sweeney,03-09-2016,8,32,108.6,108.2,15.5
Williamstown,24 John St,2,h,920000,S,Jas,26-07-2016,8,26,108.2,108.4,12
Carlton,18 Pitt St,3,h,920000,SP,Woodards,15-10-2016,1.8,38,108.6,108.2,2.9
Viewbank,85 Martins La,4,h,920250,S,Nelson,04-03-2017,13.8,58,109.4,108.6,18.2
South Melbourne,18 Cobden St,2,h,920500,S,Greg,03-12-2016,2.1,45,109.4,108.6,3.5
Bentleigh East,5b MacKie Rd,3,t,921000,S,Buxton,12-11-2016,13.9,42,108.6,108.2,21.2
Bentleigh East,93 Tudor St,3,h,921000,S,Buxton,16-04-2016,13.9,12,108.2,108.4,20
Moorabbin,56 Chapel Rd,4,h,921000,S,Buxton,26-07-2016,14.6,26,108.2,108.4,18.1
Brunswick West,9 Peacock St,4,h,921500,S,Ray,22-08-2016,5.9,30,108.6,108.2,8.6
Reservoir,10 Gilbank St,3,h,921500,S,Nelson,22-05-2016,11.2,17,108.2,108.4,12.1
Malvern East,14/410 Waverley Rd,3,t,922000,S,Jellis,10-09-2016,11.2,33,108.6,108.2,13.9
Newport,75 Oakbank St,2,h,922000,S,Williams,17-09-2016,8.4,34,108.6,108.2,11.1
Watsonia,18 Papua St,3,h,922000,S,Barry,22-05-2016,14.9,17,108.2,108.4,19.9
Altona North,31 Duosa Rd,3,h,923000,S,Greg,22-05-2016,11.1,17,108.2,108.4,13.4
Newport,73 Farm St,3,h,923000,S,Village,15-10-2016,8.4,38,108.6,108.2,11
Preston,27 South St,3,h,923000,S,Love,27-06-2016,8.8,22,108.2,108.4,12
Altona North,56a First Av,3,h,925000,SP,RT,12-11-2016,11.1,42,108.6,108.2,14.7
Ascot Vale,32 Myross Av,3,h,925000,S,Nelson,13-08-2016,5.9,29,108.6,108.2,7.6
Ascot Vale,75 Munro St,2,h,925000,S,Barry,30-07-2016,5.9,27,108.2,108.4,6.9
Essendon,118a Ogilvie St,3,t,925000,VB,Nelson,28-05-2016,8,18,108.2,108.4,16
Oak Park,3 Flannery Ct,3,h,925000,S,Brad,15-10-2016,11.5,38,108.6,108.2,13.4
Preston,21 Dunstan St,3,h,925000,S,Woodards,10-12-2016,8.8,46,109.4,108.6,10.2
Reservoir,30 Davidson St,5,h,925000,S,Nelson,24-09-2016,11.2,35,108.6,108.2,26.2
Thornbury,43 Ballantyne St,2,h,925000,S,Holland,24-09-2016,6.5,35,108.6,108.2,8.1
Toorak,4/8 Bruce St,2,u,925000,S,RT,06-08-2016,4.6,28,108.6,108.2,6
Yarraville,198 Francis St,4,h,925000,S,hockingstuart,22-08-2016,7,30,108.6,108.2,9.2
Essendon West,51 Clydebank Rd,3,h,925000,S,Brad,17-09-2016,9.8,34,108.6,108.2,13.2
Kingsville,12 Williamstown Rd,4,h,925000,S,Sweeney,19-11-2016,7.8,43,108.6,108.2,7.8
Kingsville,57 Wales St,3,h,925000,SP,Village,24-09-2016,7.8,35,108.6,108.2,9.2
Seaholme,1 Seaholme Av,5,h,925000,S,Greg,27-06-2016,12.7,22,108.2,108.4,17.8
Hampton East,1/23 Wickham Rd,3,h,926000,S,Buxton,18-06-2016,14.5,21,108.2,108.4,17.4
Northcote,36 Tanner Gr,3,h,926000,S,hockingstuart,14-05-2016,5.5,16,108.2,108.4,8.4
Abbotsford,40/80 Trenerry Cr,3,h,927000,S,Biggin,30-07-2016,2.5,27,108.2,108.4,4.8
Maidstone,12 Lindenow St,2,h,927000,S,Purplebricks,04-02-2016,9.2,2,108.4,108,9.9
Malvern,3/298 Glenferrie Rd,3,u,927000,S,Jellis,22-05-2016,7.4,17,108.2,108.4,11.1
Spotswood,24 Forrest St,3,h,927000,S,Williams,12-06-2016,7.7,20,108.2,108.4,10.7
Box Hill,19 Kent Rd,3,h,928000,S,Lindellas,18-06-2016,13.1,21,108.2,108.4,20.4
Canterbury,1b Daphne St,3,h,928000,S,Fletchers,10-09-2016,9,33,108.6,108.2,11.1
Reservoir,7 Thackeray Rd,3,h,928000,S,Barry,25-02-2017,11.2,57,109.4,108.6,13.2
Thornbury,337 Rossmoyne St,4,h,928500,S,Barry,26-07-2016,6.5,26,108.2,108.4,10.4
Bentleigh East,18 Normanby Rd,3,h,930000,SP,Buxton,16-04-2016,13.9,12,108.2,108.4,22.2
Bentleigh East,2/42 Gowrie St,3,h,930000,S,Buxton,27-11-2016,13.9,44,108.6,108.2,20.1
Brighton East,244a South Rd,3,h,930000,SP,Marshall,03-09-2016,10.7,32,108.6,108.2,16.6
Brighton East,1/25 Primrose Cr,3,h,930000,S,RT,14-05-2016,10.7,16,108.2,108.4,14.3
Brunswick West,42 Whitby St,4,h,930000,S,Nelson,04-06-2016,5.9,19,108.2,108.4,7.2
Bulleen,1/16 Carrathool St,4,t,930000,PI,Jellis,03-12-2016,11.8,45,109.4,108.6,15.2
Burwood,30 Waratah Av,3,t,930000,VB,Lindellas,07-11-2016,11.7,41,108.6,108.2,15.1
Carnegie,2/33 Oakleigh Rd,2,t,930000,S,hockingstuart,10-12-2016,11.4,46,109.4,108.6,15.5
Carnegie,2 Kokaribb Rd,2,h,930000,S,hockingstuart,18-06-2016,11.4,21,108.2,108.4,14.1
Chadstone,2 Melinga Cr,3,h,930000,S,Ray,10-12-2016,13.6,46,109.4,108.6,18.5
Clifton Hill,3/68 Noone St,3,t,930000,S,Collins,07-11-2016,3.4,41,108.6,108.2,5
Elsternwick,52a Trevelyan St,2,u,930000,S,hockingstuart,04-06-2016,8.5,19,108.2,108.4,12.9
Fitzroy North,186 Queens Pde,2,t,930000,S,Nelson,03-09-2016,3.5,32,108.6,108.2,5.3
Footscray,11 Commercial Rd,3,h,930000,PI,Sweeney,08-10-2016,6.4,37,108.6,108.2,7.9
Maidstone,38 Suffolk St,3,h,930000,SP,Jas,19-11-2016,9.2,43,108.6,108.2,9.5
Maribyrnong,4 Kallara Gr,5,h,930000,VB,Nelson,10-09-2016,8.7,33,108.6,108.2,8.9
Moonee Ponds,172 Maribyrnong Rd,3,h,930000,S,Brad,16-07-2016,6.9,25,108.2,108.4,7
Moonee Ponds,11 Bowen St,3,h,930000,S,Nelson,28-08-2016,6.9,31,108.6,108.2,7.4
Moorabbin,11A Barbara St,4,h,930000,VB,McGrath,03-12-2016,14.6,45,109.4,108.6,18.6
Newport,11b Junction St,3,h,930000,SP,RT,03-12-2016,8.4,45,109.4,108.6,11.8
Newport,39 Elizabeth St,3,h,930000,SP,Williams,10-09-2016,8.4,33,108.6,108.2,12.3
Newport,42 Agg St,3,h,930000,SP,Greg,10-12-2016,8.4,46,109.4,108.6,12.7
Newport,26 Croker St,4,t,930000,PI,Greg,26-07-2016,8.4,26,108.2,108.4,13.3
Pascoe Vale,17 Rhodes Pde,4,h,930000,PI,Brad,08-10-2016,9.9,37,108.6,108.2,13
Preston,370 Gilbert Rd,4,h,930000,S,Ray,03-09-2016,8.8,32,108.6,108.2,10.1
Preston,376 Plenty Rd,3,h,930000,SP,Barry,03-09-2016,8.8,32,108.6,108.2,10.5
Preston,7 Hope St,3,h,930000,S,Barry,16-04-2016,8.8,12,108.2,108.4,9.1
Preston,16 Ellison St,4,h,930000,PI,Nelson,17-09-2016,8.8,34,108.6,108.2,12
Preston,37 Kendall St,3,h,930000,S,Nelson,17-09-2016,8.8,34,108.6,108.2,9.2
Preston,140 Murray Rd,3,h,930000,SP,Love,28-08-2016,8.8,31,108.6,108.2,13
Richmond,10 Wiltshire St,3,h,930000,S,Biggin,08-10-2016,2.6,37,108.6,108.2,4.3
Richmond,38a Buckingham St,2,t,930000,S,Jellis,14-05-2016,2.6,16,108.2,108.4,4
South Melbourne,22A Cobden St,2,h,930000,SP,Cayzer,11-02-2017,2.1,55,109.4,108.6,3.5
South Yarra,301/89 River St,2,u,930000,S,hockingstuart,03-09-2016,3.3,32,108.6,108.2,5.2
Sunshine,16 Couch St,4,h,930000,S,Jas,19-11-2016,12.6,43,108.6,108.2,12.5
Surrey Hills,2/247 Elgar Rd,3,u,930000,S,Fletchers,04-02-2016,11.2,2,108.4,108,21
Brunswick East,256 Stewart St,3,h,930000,PI,Nelson,04-03-2017,4.5,58,109.4,108.6,6.2
Cremorne,14 Dover St,2,h,930000,S,hockingstuart,16-07-2016,2.5,25,108.2,108.4,4
South Kingsville,42 Watt St,4,h,930000,S,Sweeney,04-06-2016,9.1,19,108.2,108.4,11.4
Altona,3 Curtin Ct,4,h,931000,S,Sweeney,28-08-2016,13.8,31,108.6,108.2,17.8
Altona North,24 Hansen St,3,h,931000,S,hockingstuart,22-08-2016,11.1,30,108.6,108.2,12.8
Coburg,6 Younger St,4,h,931000,SP,Brad,28-05-2016,7.8,18,108.2,108.4,8.6
Moorabbin,1/4 Grandview Gr,3,u,931000,S,hockingstuart,07-11-2016,14.6,41,108.6,108.2,18
Preston,10 May St,4,h,931000,S,Nelson,06-08-2016,8.8,28,108.6,108.2,10.7
Reservoir,5 Queen St,2,h,931000,S,Barry,04-03-2017,11.2,58,109.4,108.6,12.5
Yarraville,34 Wilkins St,3,h,931000,S,Douglas,04-03-2017,7,58,109.4,108.6,11.4
Strathmore Heights,12 Boeing Rd,4,h,931999,S,Nelson,12-11-2016,12.5,42,108.6,108.2,16.8
Elwood,201/115 Tennyson St,2,u,932000,S,Gary,25-02-2017,7.7,57,109.4,108.6,9.7
Footscray,36 Windsor St,3,h,932000,S,Jas,13-08-2016,6.4,29,108.6,108.2,7.5
Ormond,3/16 Wheeler St,3,u,932000,S,Woodards,15-10-2016,11.8,38,108.6,108.2,15
Ascot Vale,26 Milton St,3,h,932500,S,Nelson,28-05-2016,5.9,18,108.2,108.4,6.3
Bentleigh East,14 Charles St,3,t,935000,S,hockingstuart,19-11-2016,13.9,43,108.6,108.2,22.2
Burwood,39 Sixth Av,3,h,935000,S,Purplebricks,04-03-2017,11.7,58,109.4,108.6,16.3
Coburg North,17 Convent Ct,2,h,935000,S,First,12-11-2016,9.2,42,108.6,108.2,13.1
Essendon,71A Price St,3,t,935000,PI,Alexkarbon,27-11-2016,8,44,108.6,108.2,15
Keilor East,16 Drew St,3,h,935000,S,Nelson,04-03-2017,12.8,58,109.4,108.6,16.8
Maidstone,14 Suffolk St,3,h,935000,S,Nelson,15-10-2016,9.2,38,108.6,108.2,9.1
Oakleigh South,2/36 Cleek Av,3,t,935000,S,Buxton,28-05-2016,14.7,18,108.2,108.4,19.5
Richmond,60 Somerset St,2,h,935000,S,Biggin,03-12-2016,2.6,45,109.4,108.6,4.3
Williamstown,21a Station Rd,3,t,935000,SP,Sweeney,16-04-2016,8,12,108.2,108.4,13.9
Aberfeldie,2/30 Caroline St,3,t,935000,SP,Nelson,10-09-2016,9.1,33,108.6,108.2,10
Hawthorn East,1/1 Clifton Rd,3,u,935000,PI,Noel,10-12-2016,7.5,46,109.4,108.6,10.2
West Footscray,5 Gwelo St,3,h,935000,S,Sweeney,27-11-2016,8.2,44,108.6,108.2,9.6
Coburg,6 Stawell St,3,h,935500,S,Brad,04-03-2017,7.8,58,109.4,108.6,11.8
Brunswick,58 Donald St,2,h,936000,S,Nelson,16-04-2016,5.2,12,108.2,108.4,6.7
Yallambie,27 Ovata Cl,3,h,936000,S,Buckingham,26-07-2016,15,26,108.2,108.4,20.5
Moorabbin,15 Genoa St,3,h,937000,S,Hodges,10-09-2016,14.6,33,108.6,108.2,24.8
Pascoe Vale,9 Ormond St,4,h,937000,S,Nelson,30-07-2016,9.9,27,108.2,108.4,13
Richmond,24 Butler St,2,h,937000,S,Biggin,03-09-2016,2.6,32,108.6,108.2,3.5
Fitzroy North,181 Rae St,2,h,937500,S,Jellis,23-04-2016,3.5,13,108.2,108.4,3.7
Oakleigh South,13 Farm Rd,3,h,937500,S,Ray,12-11-2016,14.7,42,108.6,108.2,21.6
Oakleigh South,20 Vanessa Ct,4,h,937500,SP,Greg,28-05-2016,14.7,18,108.2,108.4,23.3
Seddon,50 Hyde St,3,h,937500,S,Village,08-10-2016,6.6,37,108.6,108.2,6.9
Melbourne,9/73 Queens Rd,3,u,938000,S,RT,25-02-2017,2.8,57,109.4,108.6,6
Ascot Vale,30 Rothwell St,3,h,940000,S,Nelson,03-12-2016,5.9,45,109.4,108.6,6.1
Ascot Vale,47 Hurtle St,2,h,940000,S,Nelson,07-05-2016,5.9,15,108.2,108.4,7.6
Ascot Vale,57 The Parade,3,h,940000,S,Nelson,16-04-2016,5.9,12,108.2,108.4,6.8
Ascot Vale,25 Dalgety Dr,3,h,940000,S,Jellis,26-07-2016,5.9,26,108.2,108.4,7.3
Balwyn North,1/9 Lime Av,3,u,940000,S,Jellis,27-06-2016,9.2,22,108.2,108.4,15.9
Bentleigh East,21 Beddoe Av,2,h,940000,S,Buxton,22-05-2016,13.9,17,108.2,108.4,21.4
Brighton,10/392 New St,2,u,940000,VB,Hodges,28-08-2016,11.2,31,108.6,108.2,11.4
Brighton East,2/111 Thomas St,3,t,940000,S,hockingstuart,16-04-2016,10.7,12,108.2,108.4,14.1
Brunswick,16 Thistle St,3,t,940000,S,Ray,08-10-2016,5.2,37,108.6,108.2,7.4
Brunswick,1/259 Sydney Rd,3,u,940000,SP,Galldon,13-08-2016,5.2,29,108.6,108.2,4.8
Elwood,3/44 Scott St,3,t,940000,S,Chisholm,14-05-2016,7.7,16,108.2,108.4,9.5
Malvern East,12 Gauntlet Rd,3,t,940000,PI,Barry,08-10-2016,11.2,37,108.6,108.2,16.5
Malvern East,4/4 Paxton St,3,u,940000,S,Jellis,30-07-2016,11.2,27,108.2,108.4,12.8
Maribyrnong,3 Valnere St,4,h,940000,SP,Biggin,07-05-2016,8.7,15,108.2,108.4,9.4
Maribyrnong,5 Lyric St,4,h,940000,S,GL,16-04-2016,8.7,12,108.2,108.4,9.2
Maribyrnong,39 Kellaway St,3,h,940000,S,Jas,28-05-2016,8.7,18,108.2,108.4,9.5
Melbourne,203/350 La Trobe St,3,u,940000,VB,hockingstuart,04-03-2017,2.8,58,109.4,108.6,0.6
Newport,46 River St,4,h,940000,VB,Williams,04-06-2016,8.4,19,108.2,108.4,10.6
Oak Park,15 Curie Av,3,h,940000,S,Stockdale,28-05-2016,11.5,18,108.2,108.4,12.5
Pascoe Vale,3 Fawkner Rd,3,h,940000,S,Nelson,17-09-2016,9.9,34,108.6,108.2,11.7
Reservoir,24 Livingstone St,3,h,940000,S,Nelson,12-11-2016,11.2,42,108.6,108.2,10.6
Templestowe Lower,30 Waratah Dr,3,h,940000,S,Jellis,23-04-2016,13.8,13,108.2,108.4,16.6
Thornbury,40 Wales St,2,h,940000,S,Nelson,07-05-2016,6.5,15,108.2,108.4,9.5
Viewbank,11 Grantham Rd,4,h,940000,VB,Miles,18-06-2016,13.8,21,108.2,108.4,18.4
Williamstown,14 Illawarra St,2,h,940000,S,RT,10-12-2016,8,46,109.4,108.6,15.7
Yarraville,6/37 Stephen St,3,h,940000,S,Village,28-08-2016,7,31,108.6,108.2,7.6
Brunswick East,6 Kingfisher Gdns,3,t,940000,S,Nelson,04-03-2017,4.5,58,109.4,108.6,6.2
Brunswick East,3/164 Nicholson St,3,h,940000,SP,Nelson,22-08-2016,4.5,30,108.6,108.2,6.2
Ormond,2 Stewart St,3,h,940000,PI,Buxton,16-07-2016,11.8,25,108.2,108.4,14.1
Ormond,2/26 Wicklow St,3,u,940000,PI,Buxton,23-04-2016,11.8,13,108.2,108.4,16.3
Caulfield East,36 Derby Cr,2,h,940000,VB,hockingstuart,18-06-2016,9.3,21,108.2,108.4,13.3
Abbotsford,129 Charles St,2,h,941000,S,Jellis,07-05-2016,2.5,15,108.2,108.4,3.9
South Kingsville,40 Greene St,3,h,941000,S,Jas,18-06-2016,9.1,21,108.2,108.4,11.5
Brunswick West,89 Pearson St,3,h,942000,S,McDonald,04-03-2017,5.9,58,109.4,108.6,7
Preston,5 Newman St,2,h,942000,S,Love,06-08-2016,8.8,28,108.6,108.2,8.9
Thornbury,4 Kelvin Gr,2,h,944000,SP,Barry,12-06-2016,6.5,20,108.2,108.4,8.5
Brunswick,411 Barkly St,2,h,945000,S,Jellis,30-07-2016,5.2,27,108.2,108.4,5.1
Doncaster,11A Balfour St,3,t,945000,S,Assisi,10-12-2016,13.9,46,109.4,108.6,18
Moonee Ponds,19 Sussex St,2,h,945000,S,Nelson,10-12-2016,6.9,46,109.4,108.6,8.2
Newport,7 Durkin St,3,h,945000,S,Jas,28-05-2016,8.4,18,108.2,108.4,12.6
Richmond,301/633 Church St,3,u,945000,S,Biggin,22-08-2016,2.6,30,108.6,108.2,5
Rosanna,14 Invermay Gr,3,h,945000,S,Miles,26-07-2016,11.4,26,108.2,108.4,14.4
Templestowe Lower,133 MacEdon Rd,4,h,945000,PI,Jellis,18-06-2016,13.8,21,108.2,108.4,16.5
Brunswick,60 Rose St,3,h,947000,S,Woodards,28-05-2016,5.2,18,108.2,108.4,9.5
Coburg,27 Higinbotham St,3,h,947000,S,Brad,07-11-2016,7.8,41,108.6,108.2,11.8
Fitzroy,199 Moor St,1,h,947500,S,Nelson,07-11-2016,1.6,41,108.6,108.2,2.7
Moorabbin,16 Matilda Rd,4,h,947500,S,McGrath,03-12-2016,14.6,45,109.4,108.6,18.9
Box Hill,15 Davey St,3,h,948000,S,Ray,12-11-2016,13.1,42,108.6,108.2,21.1
Ascot Vale,4 The Parade,2,h,950000,SP,Raine,07-05-2016,5.9,15,108.2,108.4,6.2
Ascot Vale,25 Geddes St,4,h,950000,PI,Nelson,24-09-2016,5.9,35,108.6,108.2,6.7
Avondale Heights,3 Clive Ct,4,h,950000,S,Moonee,10-12-2016,10.5,46,109.4,108.6,18.6
Bentleigh East,33 Pasadena Cr,4,h,950000,PI,Buxton,03-12-2016,13.9,45,109.4,108.6,22.4
Bentleigh East,25 Connie St,5,h,950000,VB,Woodards,07-05-2016,13.9,15,108.2,108.4,20.9
Bentleigh East,12 Larman St,4,t,950000,PI,Buxton,12-11-2016,13.9,42,108.6,108.2,22.5
Bentleigh East,24 Kurrajong St,3,h,950000,PI,Greg,28-05-2016,13.9,18,108.2,108.4,19.9
Brunswick,77 Blyth St,3,h,950000,SP,Jellis,06-08-2016,5.2,28,108.6,108.2,6.1
Bulleen,15 Millicent Av,5,h,950000,PI,McGrath,08-10-2016,11.8,37,108.6,108.2,14.8
Camberwell,1/569 Camberwell Rd,2,h,950000,SP,Jellis,04-06-2016,7.8,19,108.2,108.4,12.6
Carnegie,215 Neerim Rd,3,h,950000,VB,Gary,14-05-2016,11.4,16,108.2,108.4,14.3
Coburg North,143 Elizabeth St,4,h,950000,S,hockingstuart,18-06-2016,9.2,21,108.2,108.4,9.8
Collingwood,4/170 Oxford St,3,u,950000,S,Jellis,04-03-2017,1.6,58,109.4,108.6,3
Doncaster,3/4 Frank St,3,t,950000,S,Ham,11-02-2017,13.9,55,109.4,108.6,18.1
Flemington,40 Coronet St,2,h,950000,SP,Nelson,10-09-2016,4.4,33,108.6,108.2,5.2
Footscray,211A Ballarat Rd,2,h,950000,PI,Burnham,11-02-2017,6.4,55,109.4,108.6,8.2
Heidelberg Heights,498 Waterdale Rd,3,h,950000,S,Miles,19-11-2016,10.5,43,108.6,108.2,17.5
Ivanhoe,16 Ayton St,3,h,950000,VB,Miles,19-11-2016,7.9,43,108.6,108.2,11.6
Kew,11/6 Swinton Av,2,u,950000,S,Marshall,16-04-2016,5.6,12,108.2,108.4,6.9
Malvern East,20a Thurso St,3,h,950000,VB,Jellis,28-08-2016,11.2,31,108.6,108.2,18
Moorabbin,38 Grandview Gr,2,h,950000,SP,Buxton,04-06-2016,14.6,19,108.2,108.4,17.8
Newport,3/71 Oxford St,3,h,950000,S,RT,10-12-2016,8.4,46,109.4,108.6,12.3
Newport,21 Tait St,3,h,950000,S,Greg,14-05-2016,8.4,16,108.2,108.4,11.3
Newport,153 Mason St,3,h,950000,S,Jas,16-07-2016,8.4,25,108.2,108.4,13.3
Niddrie,9 Willow Cr,3,h,950000,SP,Brad,03-09-2016,11.2,32,108.6,108.2,19.2
Niddrie,9 Willowtree Cr,3,h,950000,SP,Brad,03-09-2016,11.2,32,108.6,108.2,15.9
North Melbourne,2/101 Leveson St,2,u,950000,S,hockingstuart,28-05-2016,2.3,18,108.2,108.4,2.1
Northcote,58 Herbert St,2,h,950000,S,Purplebricks,07-11-2016,5.5,41,108.6,108.2,7.6
Pascoe Vale,16 Hayes Pde,5,h,950000,VB,Nelson,10-12-2016,9.9,46,109.4,108.6,11.4
Port Melbourne,1/156 Bay St,3,u,950000,PI,RT,18-06-2016,3.8,21,108.2,108.4,4.5
Port Melbourne,137 Ingles St,3,t,950000,PI,Frank,27-11-2016,3.8,44,108.6,108.2,3.3
Prahran,20a Percy St,2,h,950000,PI,hockingstuart,03-09-2016,4.5,32,108.6,108.2,6.8
Prahran,103/59 Porter St,2,u,950000,VB,hockingstuart,27-11-2016,4.5,44,108.6,108.2,6.3
Preston,191 Tyler St,3,h,950000,SP,Ray,04-06-2016,8.8,19,108.2,108.4,13.8
Preston,194 Miller St,4,h,950000,S,Ray,27-11-2016,8.8,44,108.6,108.2,8.3
Reservoir,50 Gloucester St,3,h,950000,S,RW,19-11-2016,11.2,43,108.6,108.2,12.9
Richmond,249 Punt Rd,4,h,950000,VB,Jellis,08-10-2016,2.6,37,108.6,108.2,3.8
Richmond,4/397 Church St,2,t,950000,S,Castran,19-11-2016,2.6,43,108.6,108.2,4.3
Sunshine,32 Matthews St,3,h,950000,S,GL,03-12-2016,12.6,45,109.4,108.6,12.9
